"REF_DATE","GEO","DGUID","Prices","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Canada","2016A000011124","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","713338","","","","0"
"2020","Canada","2016A000011124","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","649274","","","","0"
"2021","Canada","2016A000011124","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","670773","","","","0"
"2022","Canada","2016A000011124","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","698758","","","","0"
"2023","Canada","2016A000011124","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62787274","1.1.24","733384","","","","0"
"2015","Canada","2016A000011124","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","687031","","","","0"
"2016","Canada","2016A000011124","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","687389","","","","0"
"2017","Canada","2016A000011124","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","720254","","","","0"
"2018","Canada","2016A000011124","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","745447","","","","0"
"2019","Canada","2016A000011124","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","744641","","","","0"
"2020","Canada","2016A000011124","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","674517","","","","0"
"2021","Canada","2016A000011124","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","730893","","","","0"
"2022","Canada","2016A000011124","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","785992","","","","0"
"2023","Canada","2016A000011124","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62787275","1.1.31","788690","","","","0"
"2015","Canada","2016A000011124","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","-893","","","","0"
"2016","Canada","2016A000011124","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","1354","","","","0"
"2017","Canada","2016A000011124","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","-812","","","","0"
"2018","Canada","2016A000011124","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","79","","","","0"
"2019","Canada","2016A000011124","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","134","","","","0"
"2020","Canada","2016A000011124","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","204","","","","0"
"2021","Canada","2016A000011124","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","349","","","","0"
"2022","Canada","2016A000011124","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","725","","","","0"
"2023","Canada","2016A000011124","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787276","1.1.37","59","","","","0"
"2015","Canada","2016A000011124","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","2056255","","","","0"
"2016","Canada","2016A000011124","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","2077610","","","","0"
"2017","Canada","2016A000011124","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","2140641","","","","0"
"2018","Canada","2016A000011124","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","2199358","","","","0"
"2019","Canada","2016A000011124","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","2241331","","","","0"
"2020","Canada","2016A000011124","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","2128408","","","","0"
"2021","Canada","2016A000011124","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","2255059","","","","0"
"2022","Canada","2016A000011124","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","2349525","","","","0"
"2023","Canada","2016A000011124","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787277","1.1.38","2385443","","","","0"
"2015","Canada","2016A000011124","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","2091469","","","","0"
"2016","Canada","2016A000011124","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","2101103","","","","0"
"2017","Canada","2016A000011124","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","2170094","","","","0"
"2018","Canada","2016A000011124","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","2228262","","","","0"
"2019","Canada","2016A000011124","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","2257230","","","","0"
"2020","Canada","2016A000011124","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","2164051","","","","0"
"2021","Canada","2016A000011124","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","2302441","","","","0"
"2022","Canada","2016A000011124","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","2379170","","","","0"
"2023","Canada","2016A000011124","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62787278","1.1.39","2405571","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62787341","2.1.1","25098","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62787341","2.1.1","25190","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62787341","2.1.1","25299","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62787341","2.1.1","25519","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62787341","2.1.1","25890","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62787341","2.1.1","25039","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62787341","2.1.1","26250","","","","0"
"2022","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62787341","2.1.1","26806","","","","0"
"2023","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62787341","2.1.1","27486","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62787342","2.1.2","16927","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62787342","2.1.2","16942","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62787342","2.1.2","17118","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62787342","2.1.2","17099","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62787342","2.1.2","17460","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62787342","2.1.2","16496","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62787342","2.1.2","17372","","","","0"
"2022","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62787342","2.1.2","17621","","","","0"
"2023","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62787342","2.1.2","18283","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62787343","2.1.3","8648","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62787343","2.1.3","8584","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62787343","2.1.3","8613","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62787343","2.1.3","8531","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62787343","2.1.3","8733","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62787343","2.1.3","8644","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62787343","2.1.3","9053","","","","0"
"2022","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62787343","2.1.3","8862","","","","0"
"2023","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62787343","2.1.3","9086","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62787344","2.1.4","2485","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62787344","2.1.4","2475","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62787344","2.1.4","2496","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62787344","2.1.4","2413","","","","0"
